,,,Substation_1,Substation_2,,Maximum Current Imax (A),,,,,,,Dynamic line rating (DLR),,Electrical Parameters,,,,
NE_name,EIC_Code,TSO,Full_name,Full_name,Voltage_level(kV),Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Fixed,DLRmin(A),DLRmax(A),Resistance_R(Ω),Reactance_X(Ω),Susceptance_B(μS),Length_(km),Comment
GEZELLE – MAERLANT 380.107,22T20180104---2K,ELIA,GEZELLE,MAERLANT,380,2127.00,2127.00,2127.00,2127.00,2127.00,,,,,0.09,2.24,725.81,10.05,
GEZELLE – MAERLANT 380.108,22T20180104---3I,ELIA,GEZELLE,MAERLANT,380,2127.00,2127.00,2127.00,2127.00,2127.00,,,,,0.09,2.23,725.81,10.05,
GEZELLE – MAERLANT 380.109,22T20180104---4G,ELIA,GEZELLE,MAERLANT,380,2127.00,2127.00,2127.00,2127.00,2127.00,,,,,0.11,2.21,725.81,10.05,
GEZELLE – MAERLANT 380.110,22T20180104---5E,ELIA,GEZELLE,MAERLANT,380,2127.00,2127.00,2127.00,2127.00,2127.00,,,,,0.11,2.21,725.81,10.05,
GEZELLE – STEVIN 380.111,22T20180104---6C,ELIA,GEZELLE,STEVIN,380,5201.28,4922.64,4644.00,4922.64,5201.28,,,,,0.13,1.90,18.42,8.00,
GEZELLE – STEVIN 380.112,22T20180104---7A,ELIA,GEZELLE,STEVIN,380,5201.28,4922.64,4644.00,4922.64,5201.28,,,,,0.13,1.90,18.42,8.00,
GRAMME – TIHANGE 1 380.5,22T201908261---Z,ELIA,GRAMME,TIHANGE 1,380,2238.88,2118.94,1999.00,2118.94,2238.88,,,,,0.09,0.95,11.19,2.90,
GRAMME – TIHANGE 1 380.6,22T201908262---U,ELIA,GRAMME,TIHANGE 1,380,2238.88,2118.94,1999.00,2118.94,2238.88,,,,,0.09,0.95,11.19,2.90,
GRAMME – TIHANGE 2 380.17,22T20180112---6H,ELIA,GRAMME,TIHANGE 2,380,2448.32,2317.16,2186.00,2317.16,2448.32,,,,,0.08,0.85,10.04,2.60,
GRAMME – TIHANGE 3 380.18,22T201908263---P,ELIA,GRAMME,TIHANGE 3,380,2448.32,2317.16,2186.00,2317.16,2448.32,,,,,0.10,1.08,12.74,3.30,
GRAMME – RIMIERE 380.7,22T-BE-IN-LI044Q,ELIA,GRAMME,RIMIERE,380,2238.88,2118.94,1999.00,2118.94,2238.88,,,,,0.45,4.79,54.00,14.60,
Y – GRAMME (– ANDRE DUMONT – VAN EYCK) 380.12,22T20161020---48,ELIA,GRAMME,Y – ZUTTENDAAL 380kV,380,2240.00,2120.00,2000.00,2120.00,2240.00,,,,,1.85,17.45,202.70,55.60,
GRAMME – LIXHE 380.11,22T-BE-IN-LI018R,ELIA,GRAMME,LIXHE,380,2297.25,2174.18,2051.11,2174.18,2297.25,,,2051.11,2412.11,3.04,20.03,170.88,53.40,
Y – GRAMME (– COURCELLES – SAINT-AMAND) 380.31,22T-BE-IN-LI019P,ELIA,GRAMME,Y – ST-AMAND 380kV,380,2238.88,2118.94,1999.00,2118.94,2238.88,,,1999.00,2350.82,1.75,18.50,217.80,56.40,
HEINSCH – VILLEROUX 220.505,22T-BE-IN-LI036P,ELIA,HEINSCH,VILLEROUX,220,1190.56,1126.78,1063.00,1126.78,1190.56,,,,,3.43,9.67,108.42,33.20,
HEINSCH – HEINSCH SNCB 220.509,22T20230704----H,ELIA,HEINSCH,HEINSCH SNCB,220,2601.00,2461.66,2322.32,2461.66,2601.00,,,,,0.03,0.26,4.07,1.00,
Y – HORTA (– MERCATOR – RODENHUIZE) 380.74,22T20161020---3A,ELIA,HORTA,Y – RODENHUIZE 380kV,380,5316.19,5173.06,5040.00,5173.06,5316.19,,,,,0.26,4.54,50.57,14.20,
HORTA – MAERLANT 380.104,22T20180104----Q,ELIA,HORTA,MAERLANT,380,5251.68,4970.34,4689.00,4970.34,5251.68,,,,,0.43,7.94,115.83,28.97,
Y – HORTA (– MERCATOR – RODENHUIZE) 380.73,22T20161020---2C,ELIA,HORTA,Y – RODENHUIZE 380kV,380,4700.00,4630.00,4410.00,4630.00,4700.00,,,,,0.23,4.50,51.17,14.20,
JUPILLE – ROMSEE 220.534,22T-BE-IN-LI028O,ELIA,JUPILLE,ROMSEE,220,881.44,834.22,787.00,834.22,881.44,,,,,0.45,2.17,13.00,5.00,
JUPILLE – RIMIERE 220.538,22T-BE-IN-LI027Q,ELIA,JUPILLE,RIMIERE,220,1223.04,1157.52,1092.00,1157.52,1223.04,,,,,0.61,4.52,57.64,20.19,
JUPILLE – LIXHE 220.542,22T20210615----W,ELIA,JUPILLE,LIXHE,220,995.68,942.34,889.00,942.34,995.68,,,,,1.51,7.79,54.46,19.15,
Y – KALLO (– DOEL – LILLO) 380.52,22T-BE-IN-LI015X,ELIA,KALLO,Y – LIEFKENSHOEK 380kV,380,2240.00,2120.00,2000.00,2120.00,2240.00,,,,,0.13,1.37,16.00,4.20,
KALLO – MERCATOR 380.52,22T-BE-IN-LI015X,ELIA,KALLO,MERCATOR,380,2240.00,2120.00,2000.00,2120.00,2240.00,,,,,0.41,4.32,50.67,13.30,
LA TROQUE – SERAING 220.524,22T20211201C---L,ELIA,LA TROQUE,SERAING,220,1176.00,1113.00,1050.00,1113.00,1176.00,,,,,0.15,1.01,7.03,2.50,
LA TROQUE – SERAING 220.525,22T20211201D---G,ELIA,LA TROQUE,SERAING,220,1176.00,1113.00,1050.00,1113.00,1176.00,,,,,0.15,1.01,7.03,2.50,
LE VAL – RIMIERE 220.522,22T-BE-IN-LI0300,ELIA,LE VAL,RIMIERE,220,1093.12,1034.56,976.00,1034.56,1093.12,,,,,0.77,5.29,37.40,13.40,
LE VAL – SERAING 220.523,22T-BE-IN-LI029M,ELIA,LE VAL,SERAING,220,1161.44,1099.22,1037.00,1099.22,1161.44,,,,,0.17,1.17,8.20,2.90,
LILLO – ZANDVLIET 380.65,22T20191001D---0,ELIA,LILLO,ZANDVLIET,380,3340.00,3077.00,2816.00,3077.00,3340.00,,,,,0.31,5.25,65.41,17.04,
LILLO – ZANDVLIET 380.66,22T20191001C---5,ELIA,LILLO,ZANDVLIET,380,2525.00,2375.00,2216.00,2375.00,2525.00,,,,,0.28,4.85,60.49,15.76,
LINT – MASSENHOVEN 380.61,22T-BE-IN-LI009S,ELIA,LINT,MASSENHOVEN,380,2450.56,2319.28,2188.00,2319.28,2450.56,,,,,0.46,4.56,50.17,14.06,
LINT – MERCATOR 380.59,22T20180112---7F,ELIA,LINT,MERCATOR,380,2448.69,2317.51,2186.33,2317.51,2448.69,,,,,0.65,6.92,73.80,21.10,
LINT – MERCATOR 380.61,22T-BE-IN-LI009S,ELIA,LINT,MERCATOR,380,2448.32,2317.16,2186.00,2317.16,2448.32,,,,,0.65,6.92,73.80,21.10,
LIXHE – VAN EYCK 380.91,22T20180102---2W,ELIA,LIXHE,VAN EYCK,380,2240.00,2120.00,2000.00,2120.00,2240.00,,,2000.00,2352.00,2.07,16.53,192.96,53.00,
MASSENHOVEN – MEERHOUT 380.21,22T-BE-IN-LI0041,ELIA,MASSENHOVEN,MEERHOUT,380,2448.32,2317.16,2186.00,2317.16,2448.32,,,,,1.23,10.50,113.73,32.31,
MASSENHOVEN – MERCATOR 380.60,22T-BE-IN-LI0106,ELIA,MASSENHOVEN,MERCATOR,380,2448.32,2317.16,2186.00,2317.16,2448.32,,,,,1.09,11.54,123.20,35.00,
MEERHOUT – VAN EYCK 380.23,22T-BE-IN-LI017T,ELIA,MEERHOUT,VAN EYCK,380,3860.00,3756.00,3658.00,3756.00,3860.00,,,,,2.18,18.71,202.01,57.39,
MEERHOUT – VAN EYCK 380.24,22T20220113----0,ELIA,MEERHOUT,VAN EYCK,380,3894.00,3790.00,3692.00,3790.00,3894.00,,,,,2.18,18.71,201.78,57.39,
Y – MERCATOR (– HORTA – RODENHUIZE) 380.74,22T20161020---3A,ELIA,MERCATOR,Y – RODENHUIZE 380kV,380,4399.92,4259.81,4139.86,4259.81,4399.92,,,,,0.62,10.93,121.71,34.17,
Y – MERCATOR (– HORTA – RODENHUIZE) 380.73,22T20161020---2C,ELIA,MERCATOR,Y – RODENHUIZE 380kV,380,"4700,00","4630,00","4410,00","4630,00","4700,00",,,,,0.62,10.93,121.71,34.17,
OFFSHORE SWITCHYARD – STEVIN 220.4 O,22T2019092022004,ELIA,OFFSHORE SWITCHYARD (RENTEL),STEVIN,220,1001.00,1001.00,1001.00,1001.00,1001.00,,,1001.00,1051.05,1.99,4.57,2884.34,40.87,
OFFSHORE SWITCHYARD – STEVIN 220.11,22T2019092022012,ELIA,OFFSHORE SWITCHYARD,STEVIN,220,1050.00,1050.00,1050.00,1050.00,1050.00,,,1050.00,1102.50,1.53,4.10,3122.74,40.92,
OFFSHORE SWITCHYARD – OFFSHORE WINDPARK 220.13,22T20211201M---8,ELIA,OFFSHORE SWITCHYARD,OFFSHORE WINDPARK (SEASTAR),220,1001.00,1001.00,1001.00,1001.00,1001.00,,,,,0.40,0.92,379.37,6.94,
OFFSHORE SWITCHYARD – OFFSHORE WINDPARK 220.14,22T20211201N---3,ELIA,OFFSHORE SWITCHYARD,OFFSHORE WINDPARK (MERMAID),220,1001.00,1001.00,1001.00,1001.00,1001.00,,,,,1.24,2.80,1160.18,21.22,
OFFSHORE SWITCHYARD – OFFSHORE WINDPARK 220.15,22T20211201O---Z,ELIA,OFFSHORE SWITCHYARD,OFFSHORE WINDPARK (NORTHWESTER II),220,1001.00,1001.00,1001.00,1001.00,1001.00,,,,,0.36,1.61,1042.98,13.84,
OFFSHORE SWITCHYARD – STEVIN 220.5 O,22T20190920220-6,ELIA,OFFSHORE SWITCHYARD,STEVIN,220,1050.00,1050.00,1050.00,1050.00,1050.00,,,1050.00,1102.50,1.49,4.18,3129.52,40.87,
OFFSHORE SWITCHYARD – OFFSHORE SWITCHYARD 220.6 O,22T20190920227-M,ELIA,OFFSHORE SWITCHYARD (RENTEL),OFFSHORE SWITCHYARD,220,1050.00,1050.00,1050.00,1050.00,1050.00,,,1050.00,1102.50,0.17,0.45,326.23,4.26,
Y – VILLEROUX (– HOUFFALIZE – BRUME) 220.504,22T-BE-IN-LI034T,ELIA,Y – HOUFFALIZE 220kV,VILLEROUX,220,1393.28,1318.64,1244.00,1318.64,1393.28,,,,,1.51,7.53,89.60,25.50,
Y – HOUFFALIZE (– BRUME – VILLEROUX) 220.504,22T-BE-IN-LI034T,ELIA,Y – HOUFFALIZE 220kV,HOUFFALIZE,220,1393.28,1318.64,1244.00,1318.64,1393.28,,,,,0.02,0.09,1.06,0.30,
Y – SAINT-MARD (– AUBANGE – LATOUR) 220.515,22T-BE-IN-LI038L,ELIA,Y – LATOUR 220kV,ST-MARD,220,996.80,943.40,890.00,943.40,996.80,,,,,0.43,2.22,15.68,5.60,
Y – LATOUR (– AUBANGE – SAINT-MARD) 220.515,22T-BE-IN-LI038L,ELIA,Y – LATOUR 220kV,LATOUR,220,996.80,943.40,890.00,943.40,996.80,,,,,0.02,0.08,0.56,0.20,
Q2 – MARCOURT (– BASTOGNE – RIMIERE – SENONCHAMPS – VILLEROUX) 220.501,22T-BE-IN-LI033V,ELIA,Y – MARCOURT 220kV,MARCOURT,220,1190.56,1126.78,1063.00,1126.78,1190.56,,,,,0.05,0.18,1.96,0.60,
Q2 – RIMIERE (– BASTOGNE – MARCOURT – SENONCHAMPS – VILLEROUX) 220.501,22T-BE-IN-LI033V,ELIA,Y – MARCOURT 220kV,RIMIERE,220,1190.56,1126.78,1063.00,1126.78,1190.56,,,,,3.23,11.30,124.11,38.00,
Q1 – Q2 (– BASTOGNE – MARCOURT – SENONCHAMPS – VILLEROUX) 220.501,22T-BE-IN-LI033V,ELIA,Y – MARCOURT 220kV,Y – SENONCHAMPS 220kV,220,1190.56,1126.78,1063.00,1126.78,1190.56,,,,,2.28,8.04,87.52,26.80,
Y – SERAING (– SERAING – SART-TILMAN) 220.530,22T-BE-IN-LI031Z,ELIA,Y – SART-TILMAN 220kV,SERAING,220,1161.44,1099.22,1037.00,1099.22,1161.44,,,,,0.37,2.55,17.73,6.29,
Q1 – VILLEROUX (– BASTOGNE – MARCOURT – RIMIERE – SENONCHAMPS) 220.501,22T-BE-IN-LI033V,ELIA,Y – SENONCHAMPS 220kV,VILLEROUX,220,1190.56,1126.78,1063.00,1126.78,1190.56,,,,,0.63,2.15,8.49,2.60,
Y – SAINT-AMAND (– COURCELLES – GRAMME) 380.31,22T-BE-IN-LI019P,ELIA,Y – ST-AMAND 380kV,TERGNEE,380,2448.32,2317.16,2186.00,2317.16,2448.32,,,2186.00,2570.74,0.23,2.46,27.76,7.50,
RIMIERE – SERAING 220.533,22T-BE-IN-LI032X,ELIA,RIMIERE,SERAING,220,1161.44,1099.22,1037.00,1099.22,1161.44,,,,,0.66,4.63,31.80,11.40,
ROMSEE – ROMSEE SNCB 220.536,22T20211201I---S,ELIA,ROMSEE,ROMSEE SNCB,220,11200.00,10600.00,10000.00,10600.00,11200.00,,,,,0.00,0.05,0.00,1.00,
ROMSEE – ROMSEE SNCB 220.537,22T20211201J---N,ELIA,ROMSEE,ROMSEE SNCB,220,1318.24,1247.62,1177.00,1247.62,1318.24,,,,,0.00,0.05,0.00,1.00,
Y – ROMSEE (– SART-TILMAN – SERAING) 220.530,22T-BE-IN-LI031Z,ELIA,ROMSEE,Y – SART-TILMAN 220kV,220,1161.44,1099.22,1037.00,1099.22,1161.44,,,,,0.48,3.36,82.32,9.56,
ROUVROY – ST-MARD 220.518,22T20211201H---X,ELIA,ROUVROY,ST-MARD,220,996.80,943.40,890.00,943.40,996.80,,,,,0.05,0.28,2.00,0.70,
Y – SART-TILMAN (– ROMSEE – SERAING) 220.530,22T-BE-IN-LI031Z,ELIA,SART-TILMAN,Y – SART-TILMAN 220kV,220,1161.00,1161.00,1161.00,1161.00,1161.00,,,,,0.02,0.17,1.52,0.40,
STEVIN – OFFSHORE WINDPARK 220.1 O,22T20211201K---I,ELIA,STEVIN,OFFSHORE WINDPARK,220,1005.00,1005.00,1005.00,1005.00,1005.00,,,,,1.77,5.55,2699.13,45.40,
STEVIN – OFFSHORE WINDPARK 220.3 O,22T20211201L---D,ELIA,STEVIN,OFFSHORE WINDPARK,220,1095.00,1095.00,1095.00,1095.00,1095.00,,,,,0.33,2.99,2445.42,28.00,
ST-MARD – ST-MARD SNCB 220.602,22T20211201F---6,ELIA,ST-MARD,ST-MARD SNCB,220,11200.00,10600.00,10000.00,10600.00,11200.00,,,,,0.00,0.05,0.00,1.00,
ST-MARD – ST-MARD SNCB 220.601,22T20211201G---1,ELIA,ST-MARD,ST-MARD SNCB,220,11200.00,10600.00,10000.00,10600.00,11200.00,,,,,0.00,0.05,0.00,1.00,
TIHANGE BIS – TIHANGE 2 380.15,22T20180112---8D,ELIA,TIHANGE BIS,TIHANGE 2,380,2600.64,2461.32,2322.00,2461.32,2600.64,,,,,0.03,0.31,3.80,1.00,
Y – VAN EYCK (– ANDRE DUMONT – GRAMME) 380.12,22T20161020---48,ELIA,VAN EYCK,Y – ZUTTENDAAL 380kV,380,2238.88,2118.94,1999.00,2118.94,2238.88,,,,,0.72,9.55,114.35,31.10,
HEINSCH – HEINSCH SNCB 220.508,22T20230824----W,ELIA,HEINSCH,HEINSCH SNCB,220,2601.00,2461.66,2322.32,2461.66,2601.00,,,,,0.03,0.26,4.06,1.00,
220 kV Brinje - VE Padene,31T-0000-A-00200,HOPS,Brinje,VE Padene,220,,,,,,,815.00,,,11.59,60.82,392.46,144.82,
220 kV Konjsko - Bilice 271/1,31T-0000-A-0023V,HOPS,Konjsko,Bilice,220,,,,,,,780.00,,,4.30,22.09,143.90,53.13,
220 kV Konjsko - Bilice 271/2,31T-0000-A-0024T,HOPS,Konjsko,Bilice,220,,,,,,,780.00,,,4.30,22.09,143.90,53.13,
400 kV Konjsko - Velebit 419,31T-0000-A-0008R,HOPS,Konjsko,Velebit,380,,,,,,,1920.00,,,3.22,33.60,354.46,100.83,
220 kV Konjsko - VE Padene,31T-0000-A-0021Z,HOPS,Konjsko,VE Padene,220,,,,,,,780.00,,,5.26,27.62,178.21,65.76,
400 kV Melina - Velebit 434,31T-0000-A-0009P,HOPS,Melina,Velebit,380,,,,,,,1920.00,,,5.88,61.08,629.38,178.80,
220 kV Melina - Pehlin1 285,31T-0000-A-0016S,HOPS,Melina,Pehlin,220,,,,,,,815.00,,,1.18,5.95,38.05,13.69,
220 kV Melina - Pehlin2 286/2,31T-0000-A-0017Q,HOPS,Melina,Pehlin,220,,,,,,,960.00,,,1.10,7.20,49.88,17.94,
220 kV Melina - Senj 241,31T-0000-A-0018O,HOPS,Melina,Senj,220,,,,,,,815.00,,,4.42,23.69,147.49,55.24,
220 kV Melina - Plomin 287,31T-0000-A-0015U,HOPS,Melina,Plomin,220,,,,,,,960.00,,,3.72,25.60,178.37,64.16,
220 kV Mraclin -Brinje 208,31T-0000-A-0007T,HOPS,Mraclin,Brinje,220,,,,,,,790.00,,,7.07,37.70,414.66,117.80,
220 kV Mraclin - TE Sisak 249,31T-0000-A-0005X,HOPS,Mraclin,TE Sisak,220,,,,,,,780.00,,,3.56,18.44,120.12,44.00,
220 kV Mraclin - TE Sisak2 222,31T-0000-A-0019M,HOPS,Mraclin,TE Sisak,220,,,,,,,780.00,,,4.69,24.75,178.66,58.64,
220 kV Pehlin - Plomin 284,31T-0000-A-0014W,HOPS,Pehlin,Plomin,220,,,,,,,960.00,,,2.73,19.04,129.41,46.22,
220 kV Senj - Brinje 235,31T-0000-A-0013Y,HOPS,Senj,Brinje,220,,,,,,,815.00,,,1.24,6.66,41.62,15.53,
220 kV TE Sisak - Meduric 246,31T-0000-A-0006V,HOPS,TE Sisak,Meduric,220,,,,,,,780.00,,,3.64,18.45,122.85,45.00,
400 kV Tumbri - Melina 456,31T-0000-A-00014,HOPS,Tumbri,Melina,380,,,,,,,1920.00,,,3.83,42.08,448.75,127.56,
220 kV Zakucac - Bilice 257,31T-0000-A-0022X,HOPS,Zakucac,Bilice,220,,,,,,,780.00,,,6.22,30.75,202.50,75.20,
220 kV Zakucac - Konjsko 274,31T-0000-A-00111,HOPS,Zakucac,Konjsko,220,,,,,,,1000.00,,,1.57,5.24,67.54,24.92,
400 kV Zerjavinec - Ernestinovo 408,31T-0000-A-00022,HOPS,Zerjavinec,Ernestinovo,380,,,,,,,1920.00,,,7.17,76.29,816.28,231.20,
220 kV Zerjavinec - Mraclin 247,31T-0000-A-0004Z,HOPS,Zerjavinec,Mraclin,220,,,,,,,780.00,,,2.11,10.82,73.39,26.40,
400 kV Zerjavinec - Tumbri 477,31T-0000-A-00030,HOPS,Zerjavinec,Tumbri,380,,,,,,,1920.00,,,1.83,19.03,211.06,61.00,
Albertirsa - God,15T-M0000003237K,MAVIR,Albertirsa,God,380,2000.00,2000.00,2000.00,2000.00,,,,,,1.47,18.07,262.64,65.22,
Albertirsa - Jozsa,15T-M0000003425J,MAVIR,Albertirsa,Jozsa,380,2000.00,2000.00,2000.00,2000.00,,,,,,2.47,47.48,659.33,168.00,
Albertirsa - Kerepes,15T-M0000003238I,MAVIR,Albertirsa,Kerepes,380,2000.00,2000.00,2000.00,2000.00,,,,,,0.96,11.80,171.53,42.60,
Albertirsa - Martonvasar,15T-M0000003351M,MAVIR,Albertirsa,Martonvasar,380,2000.00,2000.00,2000.00,2000.00,,,,,,1.72,20.51,250.32,67.47,
Albertirsa - Szigetcsep,15T-M0000003335K,MAVIR,Albertirsa,Szigetcsep,380,2000.00,2000.00,2000.00,2000.00,,,,,,1.40,16.15,192.58,52.60,
Albertirsa - Szolnok,15T-M0000002902G,MAVIR,Albertirsa,Szolnok,380,2000.00,2000.00,2000.00,2000.00,,,,,,1.33,15.44,150.80,46.16,
Bekescsaba - Sandorfalva,15T-M00000001283,MAVIR,Bekescsaba,Sandorfalva,380,1600.00,1600.00,1600.00,1600.00,,,,,,2.61,29.08,325.88,92.01,
Bekescsaba - Szolnok,15T-M0000002903E,MAVIR,Bekescsaba,Szolnok,380,2000.00,2000.00,2000.00,2000.00,,,,,,3.12,38.62,377.31,113.30,
Bicske Del - Gonyu,15T-M00000029351,MAVIR,Bicske Del,Gonyu,380,2000.00,2000.00,2000.00,2000.00,,,,,,3.09,33.76,386.63,107.80,
Bicske Del - Martonvasar,15T-M00000030240,MAVIR,Bicske Del,Martonvasar,380,2000.00,2000.00,2000.00,2000.00,,,,,,0.51,5.74,129.84,24.54,
Buj - Sajoszoged,15T-M0000003788K,MAVIR,Buj,Sajoszoged,380,2000.00,2000.00,2000.00,2000.00,,,,,,1.33,16.47,206.40,55.22,
Detk - Szolnok,15T-M000000245-R,MAVIR,Detk,Szolnok,220,900.00,900.00,900.00,900.00,,,,,,3.69,27.09,172.47,64.50,
Detk - Zugló I.,15T-M0000000246Y,MAVIR,Detk,Zuglo,220,820.00,730.00,640.00,730.00,,,,,,7.10,30.92,221.17,92.61,
Detk - Zugló II.,15T-M0000000247W,MAVIR,Detk,Zuglo,220,820.00,730.00,640.00,730.00,,,,,,6.74,35.08,227.77,84.50,
Dunamenti - Oroszlany,15T-M0000000303B,MAVIR,Dunamenti,Oroszlany,220,800.00,730.00,640.00,730.00,,,,,,2.82,21.14,196.95,60.20,
Dunamenti - Martonvasar I.,15T-M0000000299D,MAVIR,Dunamenti,Martonvasar,220,1360.00,1240.00,1120.00,1240.00,,,,,,0.42,3.03,19.79,7.24,
Dunamenti - Martonvasar II.,15T-M0000000300H,MAVIR,Dunamenti,Martonvasar,220,1360.00,1240.00,1120.00,1240.00,,,,,,0.42,3.03,19.79,7.26,
Dunamenti - Ocsa I.,15T-M0000000301F,MAVIR,Dunamenti,Ocsa,220,1460.00,1300.00,1140.00,1300.00,,,,,,1.69,8.78,103.99,28.29,
Dunamenti - Ocsa II.,15T-M0000000302D,MAVIR,Dunamenti,Ocsa,220,1460.00,1300.00,1140.00,1300.00,,,,,,1.69,8.78,103.99,28.23,
Felsozsolca - Sajoivanka,15T-M0000000369I,MAVIR,Felsozsolca,Sajoivanka,380,1600.00,1600.00,1600.00,1600.00,,,,,,0.82,9.72,96.76,28.89,
God - Kerepes,15T-M0000003239G,MAVIR,God,Kerepes,380,2000.00,2000.00,2000.00,2000.00,,,,,,0.52,6.40,92.99,23.10,
God - Sajoszoged,15T-M00000004029,MAVIR,God,Sajoszoged,380,1600.00,1600.00,1600.00,1600.00,,,,,,4.06,42.24,551.66,144.81,
God - Zuglo,15T-M0000002407Q,MAVIR,God,Zuglo,220,600.00,600.00,600.00,600.00,,,,,,1.64,6.89,69.12,20.95,
Gonyu - Gyor,15T-M000002791-J,MAVIR,Gonyu,Gyor,380,2000.00,2000.00,2000.00,2000.00,,,,,,0.42,4.63,53.09,14.80,
Gyor - Liter,15T-M00000004231,MAVIR,Gyor,Liter,380,2000.00,2000.00,2000.00,2000.00,,,,,,2.13,24.47,253.11,74.30,
Gyor - Oroszlany,15T-M00000004207,MAVIR,Gyor,Oroszlany,220,1000.00,1000.00,1000.00,1000.00,,,,,,1.43,15.45,174.14,48.90,
Gyor - Szombathely,15T-M0000002523O,MAVIR,Gyor,Szombathely,380,2000.00,2000.00,2000.00,2000.00,,,,,,3.11,35.20,322.33,112.70,
Heviz - Liter,15T-M00000004995,MAVIR,Heviz,Liter,380,2000.00,2000.00,2000.00,2000.00,,,,,,2.81,28.74,313.85,89.60,
Heviz - Szombathely 1,15T-M00000027650,MAVIR,Heviz,Szombathely 1,380,2000.00,2000.00,2000.00,2000.00,,,,,,2.23,24.42,278.41,77.80,
Heviz - Szombathely 2,15T-M0000002766Z,MAVIR,Heviz,Szombathely 2,380,2000.00,2000.00,2000.00,2000.00,,,,,,2.23,24.42,278.41,77.80,
Heviz - Toponar,15T-M00000004979,MAVIR,Heviz,Toponar,380,1600.00,1600.00,1600.00,1600.00,,,,,,3.23,33.13,361.91,103.79,
Jozsa - Sajoszoged,15T-M0000003052W,MAVIR,Jozsa,Sajoszoged,380,2000.00,2000.00,2000.00,2000.00,,,,,,1.66,19.63,192.48,58.08,
Kisvarda - Sajoszoged,15T-M0000000692B,MAVIR,Kisvarda,Sajoszoged,220,600.00,600.00,600.00,600.00,,,,,,7.16,40.57,258.55,96.41,
Liter - Martonvasar,15T-M0000000780E,MAVIR,Liter,Martonvasar,380,2000.00,2000.00,1800.00,2000.00,,,,,,2.03,24.30,236.25,71.10,
Liter - Paks,15T-M0000000781C,MAVIR,Liter,Paks,380,2000.00,2000.00,2000.00,2000.00,,,,,,4.72,32.89,318.56,96.57,
Martonvasar - Perkata,15T-M0000003193E,MAVIR,Martonvasar,Perkata,380,2000.00,2000.00,2000.00,2000.00,,,,,,0.69,11.06,133.64,36.42,
Martonvasar - Szigetcsep,15T-M0000003336I,MAVIR,Martonvasar,Szigetcsep,380,2000.00,2000.00,2000.00,2000.00,,,,,,0.45,5.77,73.83,19.50,
Mezocsat - Szolnok,15T-M0000004163I,MAVIR,Mezocsat,Szolnok,220,600.00,600.00,600.00,600.00,,,,,,7.29,43.04,225.90,95.70,
Ocsa - Zuglo,15T-M00000009547,MAVIR,Ocsa,Zuglo,220,1200.00,1200.00,1140.00,1200.00,,,,,,2.99,15.63,185.98,51.65,
Paks - Pecs 1,15T-M0000002266I,MAVIR,Paks,Pecs 1,380,2000.00,2000.00,2000.00,2000.00,,,,,,2.38,25.61,233.11,81.63,
Paks - Pecs 2,15T-M0000002267G,MAVIR,Paks,Pecs 2,380,2000.00,2000.00,2000.00,2000.00,,,,,,2.38,25.61,233.11,81.63,
Paks - Perkata,15T-M0000003194C,MAVIR,Paks,Perkata,380,2000.00,2000.00,2000.00,2000.00,,,,,,1.13,18.00,217.49,59.27,
Paks - Sandorfalva,15T-M00000010193,MAVIR,Paks,Sandorfalva,380,1600.00,1600.00,1600.00,1600.00,,,,,,3.21,37.99,372.91,112.32,
Paks - Toponar,15T-M0000001020I,MAVIR,Paks,Toponar,380,1600.00,1600.00,1600.00,1600.00,,,,,,2.63,30.79,308.19,91.90,
Sajoszoged - Tiszalok,15T-M0000001128Z,MAVIR,Sajoszoged,Tiszalok,220,600.00,600.00,600.00,600.00,,,,,,2.37,12.57,79.80,29.90,
Sajoszoged - Detk I.,15T-M00000002433,MAVIR,Sajoszoged,Detk,220,600.00,600.00,600.00,600.00,,,,,,6.04,26.86,254.47,78.00,
Sajoszoged - Detk II.,15T-M00000002441,MAVIR,Sajoszoged,Detk,220,600.00,600.00,600.00,600.00,,,,,,5.65,29.44,190.69,70.70,
Sajoszoged - Felsozsolca I.,15T-M0000000370X,MAVIR,Sajoszoged,Felsozsolca,380,1600.00,1600.00,1600.00,1600.00,,,,,,0.72,8.45,84.19,25.17,
Sajoszoged - Felsozsolca II.,15T-M0000000371V,MAVIR,Sajoszoged,Felsozsolca,380,1600.00,1600.00,1600.00,1600.00,,,,,,0.72,8.44,84.19,25.12,
Sajoszoged - Mezocsat,15T-M0000004164G,MAVIR,Sajoszoged,Mezocsat,220,600.00,600.00,600.00,600.00,,,,,,1.48,8.76,49.64,19.48,
Szabolcsbaka - Jozsa,15T-M0000003424L,MAVIR,Szabolcsbaka,Jozsa,380,2000.00,2000.00,2000.00,2000.00,,,,,,1.20,23.00,318.97,81.32,
Szabolcsbaka - Buj,15T-M0000003787M,MAVIR,Szabolcsbaka,Buj,380,2000.00,2000.00,2000.00,2000.00,,,,,,1.10,13.16,163.27,43.89,
Szolnok - Szeged,15T-M0000001254U,MAVIR,Szolnok,Szeged,220,600.00,600.00,600.00,600.00,,,,,,6.52,47.92,195.70,113.85,
ABRAMOWICE-STALOWA WOLA,19T110000006711L,PSE,ABRAMOWICE,STALOWA WOLA,220,895.00,847.50,800.00,847.50,,,,675.00,990.00,5.99,36.61,226.98,85.70,
